all_rates,provider_groups,npi,entity_type_code,business_name,last_name,first_name,first_line_location_address,second_line_location_address,city_name,state_name,int_postal,truncated_zips,phone,taxonomy_1,taxonomy_2,taxonomy_3,taxonomy_4,taxonomy_5,taxonomy_6,taxonomy_7,taxonomy_8,taxonomy_9,taxonomy_10,taxonomy_11,taxonomy_12,taxonomy_13,taxonomy_14,taxonomy_15,Input Address,Match,Match Result,Match Address,LatLong,Number,L or R,longitude,latitude,mapped_taxonomy_1,mapped_taxonomy_2,mapped_taxonomy_3,mapped_taxonomy_4,mapped_taxonomy_5,mapped_taxonomy_6,mapped_taxonomy_7,mapped_taxonomy_8,mapped_taxonomy_9,mapped_taxonomy_10,mapped_taxonomy_11,mapped_taxonomy_12,mapped_taxonomy_13,mapped_taxonomy_14,mapped_taxonomy_15,size,alias,yelp_alias,api_url,score,review_count,map_area
907.67,[21258],1780771634,2.0,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,3225 FRANCIS LEWIS BLVD,,FLUSHING,NY,113581922.0,11358,7184281500.0,2085R0202X,,,,,,,,,,,,,,,"3225 FRANCIS LEWIS BLVD, FLUSHING, NY, 11358",Match,Exact,"32-25 FRANCIS LEWIS BLVD, FLUSHING, NY, 11358","-73.79157481919623,40.76864206131785",59702233.0,L,-73.79157481919623,40.76864206131785,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,main-street-radiology-flushing-2,main-street-radiology-flushing-2,https://www.yelp.com/biz/main-street-radiology-flushing-2?start=0,3.3,72.0,NYC
907.67,[21258],1598852469,2.0,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,4401 FRANCIS LEWIS BLVD,,BAYSIDE,NY,113613002.0,11361,7184281500.0,2085R0202X,,,,,,,,,,,,,,,"4401 FRANCIS LEWIS BLVD, BAYSIDE, NY, 11361",Match,Exact,"44-01 FRANCIS LEWIS BLVD, BAYSIDE, NY, 11361","-73.783066014876,40.757296429005635",59702872.0,L,-73.783066014876,40.75729642900564,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,main-street-radiology-bayside,main-street-radiology-bayside,https://www.yelp.com/biz/main-street-radiology-bayside?start=0,3.4,82.0,NYC
907.67,[21258],1942397880,2.0,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,13625 37TH AVE,,FLUSHING,NY,113544169.0,11354,7184281500.0,2085R0202X,,,,,,,,,,,,,,,"13625 37TH AVE, FLUSHING, NY, 11354",Match,Exact,"136-25 37TH AVE, FLUSHING, NY, 11354","-73.83028212810791,40.7618010757825",59701044.0,L,-73.83028212810791,40.7618010757825,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,main-street-radiology-flushing,,https://zephyr.health/page-not-found,N/A,N/A,NYC
852.61,[37487],1083045090,2.0,"KINGS PHYSICIAN SERVICES, PC","KINGS PHYSICIAN SERVICES, PC","KINGS PHYSICIAN SERVICES, PC",506 6TH STREET,,BROOKLYN,NY,11215.0,11215,7187805051.0,2085D0003X,2085B0100X,2085N0700X,2085N0904X,2085P0229X,2085R0001X,2085R0204X,2085U0001X,2085R0202X,,,,,,,"506 6TH STREET, BROOKLYN, NY, 11215",Match,Exact,"506 6TH ST, BROOKLYN, NY, 11215","-73.97970966427636,40.668465780923555",59078165.0,R,-73.97970966427636,40.66846578092356,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
852.61,[37487],1699724260,2.0,BROOKLYN RADIOLOGY SERVICES PC,BROOKLYN RADIOLOGY SERVICES PC,BROOKLYN RADIOLOGY SERVICES PC,506 6TH ST,DEPT OF RADIOLOGY,BROOKLYN,NY,112153609.0,11215,7187805870.0,2085B0100X,2085N0904X,2085R0204X,2085R0202X,,,,,,,,,,,,"506 6TH ST, BROOKLYN, NY, 11215",Match,Exact,"506 6TH ST, BROOKLYN, NY, 11215","-73.97970966427636,40.668465780923555",59078165.0,R,-73.97970966427636,40.66846578092356,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1012.54,[3331],1992866404,2.0,CARITAS RADIOLOGY SERVICES PC,CARITAS RADIOLOGY SERVICES PC,CARITAS RADIOLOGY SERVICES PC,9002 QUEENS BLVD,,ELMHURST,NY,113734941.0,11373,7185581283.0,2085B0100X,2085N0700X,2085N0904X,2085P0229X,2085R0204X,2085U0001X,2085R0202X,,,,,,,,,"9002 QUEENS BLVD, ELMHURST, NY, 11373",Match,Exact,"90-02 QUEENS BLVD, ELMHURST, NY, 11373","-73.87366080316008,40.734153730391824",59704510.0,R,-73.87366080316008,40.734153730391824,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1167.53,[46547],1134156581,2.0,"ROBERT J. MIN, MD, PC","ROBERT J. MIN, MD, PC","ROBERT J. MIN, MD, PC",416 E 55TH ST,,NEW YORK,NY,100225104.0,10022,2127524511.0,2085R0202X,,,,,,,,,,,,,,,"416 E 55TH ST, NEW YORK, NY, 10022",Match,Exact,"416 E 55TH ST, NEW YORK, NY, 10022","-73.96371760912353,40.75687417452963",650082116.0,R,-73.96371760912353,40.75687417452963,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1167.53,[46547],1538109269,2.0,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,525 E 68TH ST,,NEW YORK,NY,100214870.0,10021,2125905741.0,2085B0100X,2085U0001X,2085P0229X,2085N0700X,2085R0001X,2085R0203X,2085R0205X,2085R0204X,2085N0904X,2085R0202X,,,,,,"525 E 68TH ST, NEW YORK, NY, 10021",Match,Non_Exact,"525 E 68TH ST, NEW YORK, NY, 10065","-73.95537923461643,40.76425413426807",59662711.0,L,-73.95537923461643,40.76425413426807,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology",,"Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1167.53,[46547],1124170212,2.0,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,1300 YORK AVE,BOX 585,NEW YORK,NY,100214805.0,10021,2125905741.0,207L00000X,207N00000X,207P00000X,207T00000X,207V00000X,207W00000X,207Y00000X,207ZP0105X,208000000X,208100000X,2084P0800X,2085R0202X,208600000X,208800000X,207R00000X,"1300 YORK AVE, NEW YORK, NY, 10021",Match,Exact,"1300 YORK AVE, NEW YORK, NY, 10021","-73.9550557823859,40.764938214709616",59658449.0,R,-73.9550557823859,40.764938214709616,"Allopathic & Osteopathic Physicians/Anesthesiology, Addiction Medicine", Allopathic & Osteopathic Physicians/Dermatology,Allopathic & Osteopathic Physicians/Emergency Medicine,Allopathic & Osteopathic Physicians/Neurological Surgery,Allopathic & Osteopathic Physicians/Obstetrics & Gynecology,Allopathic & Osteopathic Physicians/Ophthalmology,Allopathic & Osteopathic Physicians/ Otolaryngology ,"Allopathic & Osteopathic Physicians/Pathology, Clinical Pathology/Laboratory Medicine",Allopathic & Osteopathic Physicians/Pediatrics,Allopathic & Osteopathic Physicians/Physical Medicine & Rehabilitation,"Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Psychiatry","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Surgery,Allopathic & Osteopathic Physicians/Urology,Allopathic & Osteopathic Physicians/Internal Medicine,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
390.23,[54912],1376814863,2.0,APOLLO MEDICAL DIAGNOSTIC SERVICES PLLC,APOLLO MEDICAL DIAGNOSTIC SERVICES PLLC,APOLLO MEDICAL DIAGNOSTIC SERVICES PLLC,4036 74TH ST,,ELMHURST,NY,113735630.0,11373,7184266600.0,2085R0202X,,,,,,,,,,,,,,,"4036 74TH ST, ELMHURST, NY, 11373",Match,Exact,"40-36 74TH ST, ELMHURST, NY, 11373","-73.89136934378541,40.74614188054085",652213042.0,R,-73.89136934378541,40.74614188054085,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,apollo-medical-diagnostic-imaging-services-elmhurst,apollo-medical-diagnostic-imaging-services-elmhurst,https://www.yelp.com/biz/apollo-medical-diagnostic-imaging-services-elmhurst?start=0,1.6,17.0,NYC
390.23,[54912],1497771687,2.0,MIDDLE VILLAGE DIAGNOSTIC IMAGING PC,MIDDLE VILLAGE DIAGNOSTIC IMAGING PC,MIDDLE VILLAGE DIAGNOSTIC IMAGING PC,6243 WOODHAVEN BLVD,,REGO PARK,NY,113743731.0,11374,7185074700.0,2085R0202X,,,,,,,,,,,,,,,"6243 WOODHAVEN BLVD, REGO PARK, NY, 11374",Match,Exact,"62-43 WOODHAVEN BLVD, REGO PARK, NY, 11374","-73.8699378467856,40.72579480169219",59705079.0,L,-73.8699378467856,40.72579480169219,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,middle-village-radiology-rego-park,middle-village-radiology-rego-park,https://www.yelp.com/biz/middle-village-radiology-rego-park?start=0,2.3,22.0,NYC
472.15,[54697],1922306190,2.0,SUNY HEALTH SCIENCE CENTER AT BROOKLYN,SUNY HEALTH SCIENCE CENTER AT BROOKLYN,SUNY HEALTH SCIENCE CENTER AT BROOKLYN,339 HICKS ST,,BROOKLYN,NY,112015509.0,11201,7187801000.0,2085B0100X,2085R0001X,2085R0204X,2085R0202X,,,,,,,,,,,,"339 HICKS ST, BROOKLYN, NY, 11201",Match,Exact,"339 HICKS ST, BROOKLYN, NY, 11201","-73.99774457483653,40.69111496956157",59074814.0,L,-73.99774457483653,40.69111496956157,,"Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
472.15,[54697],1376590828,2.0,"UNIVERSITY PHYSICIANS OF BROOKLYN, INC.","UNIVERSITY PHYSICIANS OF BROOKLYN, INC.","UNIVERSITY PHYSICIANS OF BROOKLYN, INC.",450 CLARKSON AVE,2ND FLOOR,BROOKLYN,NY,112032056.0,11203,7182701603.0,2085R0204X,2085R0202X,,,,,,,,,,,,,,"450 CLARKSON AVE, BROOKLYN, NY, 11203",Match,Exact,"450 CLARKSON AVE, BROOKLYN, NY, 11203","-73.94495316248907,40.6556741203338",642653708.0,R,-73.94495316248907,40.6556741203338,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
349.92,[25274],1255422309,2.0,"BROMER MEDICAL, PC","BROMER MEDICAL, PC","BROMER MEDICAL, PC",8304 5TH AVE,,BROOKLYN,NY,112094547.0,11209,7186800900.0,2085R0202X,,,,,,,,,,,,,,,"8304 5TH AVE, BROOKLYN, NY, 11209",Match,Exact,"8304 5TH AVE, BROOKLYN, NY, 11209","-74.02515277233903,40.62352566313501",59087536.0,R,-74.02515277233903,40.62352566313501,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,bromer-medical-imaging-brooklyn,bromer-medical-imaging-brooklyn,https://www.yelp.com/biz/bromer-medical-imaging-brooklyn?start=0,1.0,1.0,NYC
1235.6,[7533],1821036807,2.0,"LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC",61 E 77TH ST,,NEW YORK,NY,100211817.0,10021,2127723111.0,2085B0100X,2085N0700X,2085R0204X,2085U0001X,2085R0202X,,,,,,,,,,,"61 E 77TH ST, NEW YORK, NY, 10021",Match,Non_Exact,"61 E 77TH ST, NEW YORK, NY, 10075","-73.96272680340911,40.77491872908598",642471664.0,L,-73.96272680340911,40.77491872908598,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,5.0,lenox-hill-radiology-new-york-13,lenox-hill-radiology-new-york-13,https://www.yelp.com/biz/lenox-hill-radiology-new-york-13?start=0,2.0,316.0,NYC
1833.97,[40749],1962513101,2.0,NYUMC RADIOLOGY ASSOCIATES,NYUMC RADIOLOGY ASSOCIATES,NYUMC RADIOLOGY ASSOCIATES,650 1ST AVE,8TH FLOOR,NEW YORK,NY,100163240.0,10016,2122630001.0,2085R0202X,,,,,,,,,,,,,,,"650 1ST AVE, NEW YORK, NY, 10016",Match,Exact,"650 1ST AVE, NEW YORK, NY, 10016","-73.97201623801527,40.74571585586858",640867083.0,R,-73.97201623801527,40.74571585586858,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1833.97,[40749],1114038353,2.0,NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY,NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY,NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY,650 1ST AVE,8TH FLOOR,NEW YORK,NY,100163240.0,10016,2122630001.0,2085R0202X,,,,,,,,,,,,,,,"650 1ST AVE, NEW YORK, NY, 10016",Match,Exact,"650 1ST AVE, NEW YORK, NY, 10016","-73.97201623801527,40.74571585586858",640867083.0,R,-73.97201623801527,40.74571585586858,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
832.64,[55209],1619221686,2.0,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,7901 BROADWAY,RM. A1-19,ELMHURST,NY,113731329.0,11373,7183344952.0,2084S0012X,2084A0401X,2084V0102X,2084N0402X,2084N0400X,2085D0003X,2085N0700X,2085N0904X,2085P0229X,2085R0001X,2085R0204X,2085U0001X,2085R0202X,,,"7901 BROADWAY, ELMHURST, NY, 11373",No_Match,,,,,,-1.0,-1.0,"Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Sleep Medicine",Allopathic & Osteopathic Physicians/ Psychiatry & Neurology,"Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Vascular Neurology","Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Neurology with Special Qualifications in Child Neurology","Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Neurology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1003.21,[42882],1063611473,2.0,CARLIN RADIOLOGY SERVICES P.C.,CARLIN RADIOLOGY SERVICES P.C.,CARLIN RADIOLOGY SERVICES P.C.,13848 ELDER AVE,,FLUSHING,NY,113554066.0,11355,7183217100.0,2085R0202X,,,,,,,,,,,,,,,"13848 ELDER AVE, FLUSHING, NY, 11355",Match,Exact,"138-48 ELDER AVE, FLUSHING, NY, 11355","-73.8225383663409,40.7527463577037",612459127.0,R,-73.8225383663409,40.7527463577037,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
397.46,[7762],1790736551,2.0,CP ADVANCED IMAGING PLLC,CP ADVANCED IMAGING PLLC,CP ADVANCED IMAGING PLLC,155 CANAL ST,,NEW YORK,NY,100134551.0,10013,2124319010.0,2085R0202X,,,,,,,,,,,,,,,"155 CANAL ST, NEW YORK, NY, 10013",Match,Exact,"155 CANAL ST, NEW YORK, NY, 10013","-73.9960981765995,40.716310150405604",59653822.0,R,-73.9960981765995,40.7163101504056,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,cp-advanced-imaging-new-york,cp-advanced-imaging-new-york,https://www.yelp.com/biz/cp-advanced-imaging-new-york?start=0,2.6,84.0,NYC
397.46,[7762],1265529101,2.0,RADIOLOGY OF MAIN STREET PC,RADIOLOGY OF MAIN STREET PC,RADIOLOGY OF MAIN STREET PC,5645 MAIN ST,,FLUSHING,NY,113555045.0,11355,7186701050.0,2085R0202X,,,,,,,,,,,,,,,"5645 MAIN ST, FLUSHING, NY, 11355",Match,Exact,"56-45 MAIN ST, FLUSHING, NY, 11355","-73.82600850025915,40.74751163083005",59709657.0,L,-73.82600850025915,40.74751163083005,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
644.9,[2108],1184888745,2.0,HEALTHCARE ASSOCIATES IN MEDICINE PC,HEALTHCARE ASSOCIATES IN MEDICINE PC,HEALTHCARE ASSOCIATES IN MEDICINE PC,65 COLUMBUS AVE,,STATEN ISLAND,NY,10304.0,10304,7184483210.0,2085R0202X,2085N0700X,2085D0003X,,,,,,,,,,,,,"65 COLUMBUS AVE, STATEN ISLAND, NY, 10304",Match,Exact,"65 COLUMBUS AVE, STATEN ISLAND, NY, 10304","-74.09082221500785,40.60102892181936",59868535.0,L,-74.09082221500785,40.60102892181936,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",,,,,,,,,,,,,5.0,healthcare-associates-in-medicine-staten-island-4,healthcare-associates-in-medicine-staten-island-4,https://www.yelp.com/biz/healthcare-associates-in-medicine-staten-island-4?start=0,3.6,5.0,NYC
1084.62,[35064],1295788917,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",3131 KINGS HWY,SUITE A-4,BROOKLYN,NY,112342644.0,11234,7187581500.0,2085R0202X,,,,,,,,,,,,,,,"3131 KINGS HWY, BROOKLYN, NY, 11234",Match,Exact,"3131 KINGS HWY, BROOKLYN, NY, 11234","-73.94343013976663,40.61752776499566",59090267.0,L,-73.94343013976663,40.61752776499566,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,kingsway-diagnostic-imaging-brooklyn-3,kingsway-diagnostic-imaging-brooklyn-3,https://www.yelp.com/biz/kingsway-diagnostic-imaging-brooklyn-3?start=0,4.2,6.0,NYC
1084.62,[35064],1922051630,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",424 E 89TH ST,,NEW YORK,NY,101286703.0,10128,2124105100.0,2085R0202X,,,,,,,,,,,,,,,"424 E 89TH ST, NEW YORK, NY, 10128",Match,Exact,"424 E 89TH ST, NEW YORK, NY, 10128","-73.94741831267686,40.77850701502746",59658371.0,R,-73.94741831267686,40.77850701502746,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,east-manhattan-diagnostic-imaging-new-york-2,east-manhattan-diagnostic-imaging-new-york-2,https://www.yelp.com/biz/east-manhattan-diagnostic-imaging-new-york-2?start=0,3.7,7.0,NYC
1084.62,[35064],1558313593,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",604 2ND AVE,,NEW YORK,NY,100164859.0,10016,2126836200.0,2085R0202X,,,,,,,,,,,,,,,"604 2ND AVE, NEW YORK, NY, 10016",Match,Exact,"604 2ND AVE, NEW YORK, NY, 10016","-73.9761674670849,40.74423284298524",59654490.0,R,-73.9761674670849,40.74423284298524,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1851344550,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",144 4TH AVE LOWR LEVEL,,NEW YORK,NY,100034901.0,10003,2124732300.0,2085R0202X,,,,,,,,,,,,,,,"144 4TH AVE LOWR LEVEL, NEW YORK, NY, 10003",Match,Non_Exact,"144 4TH AVE, NEW YORK, NY, 10003","-73.9899379569597,40.73363770932275",59653681.0,L,-73.9899379569597,40.73363770932275,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1093046203,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, PC","EAST MANHATTAN DIAGNOSTIC IMAGING, PC","EAST MANHATTAN DIAGNOSTIC IMAGING, PC",132 BOWERY STREET,,NEW YORK,NY,10013.0,10013,2129259788.0,2085R0202X,,,,,,,,,,,,,,,"132 BOWERY STREET, NEW YORK, NY, 10013",Match,Non_Exact,"132 BOWERY, NEW YORK, NY, 10013","-73.99474365608103,40.718805100045756",59653984.0,L,-73.99474365608103,40.71880510004576,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1255508073,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",3201 KINGS HWY,DEPT OF RADIOLOGY,BROOKLYN,NY,112342625.0,11234,7189512930.0,2085D0003X,2085N0700X,2085B0100X,2085N0904X,2085P0229X,2085R0204X,2085R0205X,2085U0001X,2085R0202X,,,,,,,"3201 KINGS HWY, BROOKLYN, NY, 11234",Match,Exact,"3201 KINGS HWY, BROOKLYN, NY, 11234","-73.943215689787,40.61775494971465",59090268.0,L,-73.943215689787,40.61775494971465,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
1084.62,[35064],1497922215,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",310 E 14TH ST,DEPT OF RADIOLOGY,NEW YORK,NY,100034201.0,10003,2129794400.0,2085B0100X,2085D0003X,2085N0700X,2085N0904X,2085R0204X,2085R0205X,2085U0001X,2085R0202X,,,,,,,,"310 E 14TH ST, NEW YORK, NY, 10003",Match,Exact,"310 E 14TH ST, NEW YORK, NY, 10003","-73.98468043936106,40.73217250658922",59653731.0,R,-73.98468043936106,40.73217250658922,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,5.0,no_yelp_id,,https://zephyr.health/page-not-found,N/A,N/A,NYC
