main_index,all_rates,provider_groups,npi,entity_type_code,business_name,last_name,first_name,first_line_location_address,second_line_location_address,city_name,state_name,int_postal,truncated_zips,phone,taxonomy_1,taxonomy_2,taxonomy_3,taxonomy_4,taxonomy_5,taxonomy_6,taxonomy_7,taxonomy_8,taxonomy_9,taxonomy_10,taxonomy_11,taxonomy_12,taxonomy_13,taxonomy_14,taxonomy_15,Input Address,Match,Match Result,Match Address,LatLong,Number,L or R,longitude,latitude,mapped_taxonomy_1,mapped_taxonomy_2,mapped_taxonomy_3,mapped_taxonomy_4,mapped_taxonomy_5,mapped_taxonomy_6,mapped_taxonomy_7,mapped_taxonomy_8,mapped_taxonomy_9,mapped_taxonomy_10,mapped_taxonomy_11,mapped_taxonomy_12,mapped_taxonomy_13,mapped_taxonomy_14,mapped_taxonomy_15,diagnostic_name
339,907.67,[21258],1942397880,2.0,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,MAIN STREET RADIOLOGY AT BAYSIDE LLC,13625 37TH AVE,nan,FLUSHING,NY,113544169.0,11354,7184281500.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"13625 37TH AVE, FLUSHING, NY, 11354",Match,Exact,"136-25 37TH AVE, FLUSHING, NY, 11354","-73.83028212810791,40.7618010757825",59701044.0,L,-73.83028212810790,40.7618010757825,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
368,852.61,[37487],1083045090,2.0,"KINGS PHYSICIAN SERVICES, PC","KINGS PHYSICIAN SERVICES, PC","KINGS PHYSICIAN SERVICES, PC",506 6TH STREET,nan,BROOKLYN,NY,11215.0,11215,7187805051.0,2085D0003X,2085B0100X,2085N0700X,2085N0904X,2085P0229X,2085R0001X,2085R0204X,2085U0001X,2085R0202X,nan,nan,nan,nan,nan,nan,"506 6TH STREET, BROOKLYN, NY, 11215",Match,Exact,"506 6TH ST, BROOKLYN, NY, 11215","-73.97970966427636,40.668465780923555",59078165.0,R,-73.97970966427640,40.668465780923600,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,Lower pelvic MRI
369,852.61,[37487],1699724260,2.0,BROOKLYN RADIOLOGY SERVICES PC,BROOKLYN RADIOLOGY SERVICES PC,BROOKLYN RADIOLOGY SERVICES PC,506 6TH ST,DEPT OF RADIOLOGY,BROOKLYN,NY,112153609.0,11215,7187805870.0,2085B0100X,2085N0904X,2085R0204X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"506 6TH ST, BROOKLYN, NY, 11215",Match,Exact,"506 6TH ST, BROOKLYN, NY, 11215","-73.97970966427636,40.668465780923555",59078165.0,R,-73.97970966427640,40.668465780923600,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,Lower pelvic MRI
418,1012.54,[3331],1992866404,2.0,CARITAS RADIOLOGY SERVICES PC,CARITAS RADIOLOGY SERVICES PC,CARITAS RADIOLOGY SERVICES PC,9002 QUEENS BLVD,nan,ELMHURST,NY,113734941.0,11373,7185581283.0,2085B0100X,2085N0700X,2085N0904X,2085P0229X,2085R0204X,2085U0001X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,"9002 QUEENS BLVD, ELMHURST, NY, 11373",Match,Exact,"90-02 QUEENS BLVD, ELMHURST, NY, 11373","-73.87366080316008,40.734153730391824",59704510.0,R,-73.87366080316010,40.734153730391800,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,Lower pelvic MRI
465,1167.53,[46547],1134156581,2.0,"ROBERT J. MIN, MD, PC","ROBERT J. MIN, MD, PC","ROBERT J. MIN, MD, PC",416 E 55TH ST,nan,NEW YORK,NY,100225104.0,10022,2127524511.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"416 E 55TH ST, NEW YORK, NY, 10022",Match,Exact,"416 E 55TH ST, NEW YORK, NY, 10022","-73.96371760912353,40.75687417452963",650082116.0,R,-73.96371760912350,40.75687417452960,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
496,1167.53,[46547],1538109269,2.0,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,525 E 68TH ST,nan,NEW YORK,NY,100214870.0,10021,2125905741.0,2085B0100X,2085U0001X,2085P0229X,2085N0700X,2085R0001X,2085R0203X,2085R0205X,2085R0204X,2085N0904X,2085R0202X,nan,nan,nan,nan,nan,"525 E 68TH ST, NEW YORK, NY, 10021",Match,Non_Exact,"525 E 68TH ST, NEW YORK, NY, 10065","-73.95537923461643,40.76425413426807",59662711.0,L,-73.95537923461640,40.76425413426810,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology",,"Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,Lower pelvic MRI
511,1167.53,[46547],1124170212,2.0,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,WEILL MEDICAL COLLEGE OF CORNELL,1300 YORK AVE,BOX 585,NEW YORK,NY,100214805.0,10021,2125905741.0,207L00000X,207N00000X,207P00000X,207T00000X,207V00000X,207W00000X,207Y00000X,207ZP0105X,208000000X,208100000X,2084P0800X,2085R0202X,208600000X,208800000X,207R00000X,"1300 YORK AVE, NEW YORK, NY, 10021",Match,Exact,"1300 YORK AVE, NEW YORK, NY, 10021","-73.9550557823859,40.764938214709616",59658449.0,R,-73.9550557823859,40.764938214709600,"Allopathic & Osteopathic Physicians/Anesthesiology, Addiction Medicine", Allopathic & Osteopathic Physicians/Dermatology,Allopathic & Osteopathic Physicians/Emergency Medicine,Allopathic & Osteopathic Physicians/Neurological Surgery,Allopathic & Osteopathic Physicians/Obstetrics & Gynecology,Allopathic & Osteopathic Physicians/Ophthalmology,Allopathic & Osteopathic Physicians/ Otolaryngology ,"Allopathic & Osteopathic Physicians/Pathology, Clinical Pathology/Laboratory Medicine",Allopathic & Osteopathic Physicians/Pediatrics,Allopathic & Osteopathic Physicians/Physical Medicine & Rehabilitation,"Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Psychiatry","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Surgery,Allopathic & Osteopathic Physicians/Urology,Allopathic & Osteopathic Physicians/Internal Medicine,Lower pelvic MRI
539,390.23,[54912],1376814863,2.0,APOLLO MEDICAL DIAGNOSTIC SERVICES PLLC,APOLLO MEDICAL DIAGNOSTIC SERVICES PLLC,APOLLO MEDICAL DIAGNOSTIC SERVICES PLLC,4036 74TH ST,nan,ELMHURST,NY,113735630.0,11373,7184266600.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4036 74TH ST, ELMHURST, NY, 11373",Match,Exact,"40-36 74TH ST, ELMHURST, NY, 11373","-73.89136934378541,40.74614188054085",652213042.0,R,-73.89136934378540,40.74614188054090,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
542,390.23,[54912],1497771687,2.0,MIDDLE VILLAGE DIAGNOSTIC IMAGING PC,MIDDLE VILLAGE DIAGNOSTIC IMAGING PC,MIDDLE VILLAGE DIAGNOSTIC IMAGING PC,6243 WOODHAVEN BLVD,nan,REGO PARK,NY,113743731.0,11374,7185074700.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"6243 WOODHAVEN BLVD, REGO PARK, NY, 11374",Match,Exact,"62-43 WOODHAVEN BLVD, REGO PARK, NY, 11374","-73.8699378467856,40.72579480169219",59705079.0,L,-73.8699378467856,40.72579480169220,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
576,472.15,[54697],1922306190,2.0,SUNY HEALTH SCIENCE CENTER AT BROOKLYN,SUNY HEALTH SCIENCE CENTER AT BROOKLYN,SUNY HEALTH SCIENCE CENTER AT BROOKLYN,339 HICKS ST,nan,BROOKLYN,NY,112015509.0,11201,7187801000.0,2085B0100X,2085R0001X,2085R0204X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"339 HICKS ST, BROOKLYN, NY, 11201",Match,Exact,"339 HICKS ST, BROOKLYN, NY, 11201","-73.99774457483653,40.69111496956157",59074814.0,L,-73.99774457483650,40.69111496956160,,"Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,Lower pelvic MRI
588,472.15,[54697],1376590828,2.0,"UNIVERSITY PHYSICIANS OF BROOKLYN, INC.","UNIVERSITY PHYSICIANS OF BROOKLYN, INC.","UNIVERSITY PHYSICIANS OF BROOKLYN, INC.",450 CLARKSON AVE,2ND FLOOR,BROOKLYN,NY,112032056.0,11203,7182701603.0,2085R0204X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"450 CLARKSON AVE, BROOKLYN, NY, 11203",Match,Exact,"450 CLARKSON AVE, BROOKLYN, NY, 11203","-73.94495316248907,40.6556741203338",642653708.0,R,-73.94495316248910,40.6556741203338,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,Lower pelvic MRI
596,349.92,[25274],1255422309,2.0,"BROMER MEDICAL, PC","BROMER MEDICAL, PC","BROMER MEDICAL, PC",8304 5TH AVE,nan,BROOKLYN,NY,112094547.0,11209,7186800900.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8304 5TH AVE, BROOKLYN, NY, 11209",Match,Exact,"8304 5TH AVE, BROOKLYN, NY, 11209","-74.02515277233903,40.62352566313501",59087536.0,R,-74.02515277233900,40.62352566313500,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
600,1235.6,[7533],1821036807,2.0,"LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC","LENOX HILL RADIOLOGY & MEDICAL IMAGING ASSOCIATES, PC",61 E 77TH ST,nan,NEW YORK,NY,100211817.0,10021,2127723111.0,2085B0100X,2085N0700X,2085R0204X,2085U0001X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"61 E 77TH ST, NEW YORK, NY, 10021",Match,Non_Exact,"61 E 77TH ST, NEW YORK, NY, 10075","-73.96272680340911,40.77491872908598",642471664.0,L,-73.96272680340910,40.77491872908600,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,Lower pelvic MRI
614,1833.97,[40749],1962513101,2.0,NYUMC RADIOLOGY ASSOCIATES,NYUMC RADIOLOGY ASSOCIATES,NYUMC RADIOLOGY ASSOCIATES,650 1ST AVE,8TH FLOOR,NEW YORK,NY,100163240.0,10016,2122630001.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"650 1ST AVE, NEW YORK, NY, 10016",Match,Exact,"650 1ST AVE, NEW YORK, NY, 10016","-73.97201623801527,40.74571585586858",640867083.0,R,-73.97201623801530,40.74571585586860,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
615,1833.97,[40749],1114038353,2.0,NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY,NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY,NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY,650 1ST AVE,8TH FLOOR,NEW YORK,NY,100163240.0,10016,2122630001.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"650 1ST AVE, NEW YORK, NY, 10016",Match,Exact,"650 1ST AVE, NEW YORK, NY, 10016","-73.97201623801527,40.74571585586858",640867083.0,R,-73.97201623801530,40.74571585586860,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
654,832.64,[55209],1619221686,2.0,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,7901 BROADWAY,RM. A1-19,ELMHURST,NY,113731329.0,11373,7183344952.0,2084S0012X,2084A0401X,2084V0102X,2084N0402X,2084N0400X,2085D0003X,2085N0700X,2085N0904X,2085P0229X,2085R0001X,2085R0204X,2085U0001X,2085R0202X,nan,nan,"7901 BROADWAY, ELMHURST, NY, 11373",No_Match,,,,,,-1.0,-1.0,"Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Sleep Medicine",Allopathic & Osteopathic Physicians/ Psychiatry & Neurology,"Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Vascular Neurology","Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Neurology with Special Qualifications in Child Neurology","Allopathic & Osteopathic Physicians/ Psychiatry & Neurology, Neurology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiation Oncology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,Lower pelvic MRI
697,1003.21,[42882],1063611473,2.0,CARLIN RADIOLOGY SERVICES P.C.,CARLIN RADIOLOGY SERVICES P.C.,CARLIN RADIOLOGY SERVICES P.C.,13848 ELDER AVE,nan,FLUSHING,NY,113554066.0,11355,7183217100.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"13848 ELDER AVE, FLUSHING, NY, 11355",Match,Exact,"138-48 ELDER AVE, FLUSHING, NY, 11355","-73.8225383663409,40.7527463577037",612459127.0,R,-73.8225383663409,40.7527463577037,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
728,397.46,[7762],1790736551,2.0,CP ADVANCED IMAGING PLLC,CP ADVANCED IMAGING PLLC,CP ADVANCED IMAGING PLLC,155 CANAL ST,nan,NEW YORK,NY,100134551.0,10013,2124319010.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"155 CANAL ST, NEW YORK, NY, 10013",Match,Exact,"155 CANAL ST, NEW YORK, NY, 10013","-73.9960981765995,40.716310150405604",59653822.0,R,-73.9960981765995,40.716310150405600,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
733,397.46,[7762],1265529101,2.0,RADIOLOGY OF MAIN STREET PC,RADIOLOGY OF MAIN STREET PC,RADIOLOGY OF MAIN STREET PC,5645 MAIN ST,nan,FLUSHING,NY,113555045.0,11355,7186701050.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"5645 MAIN ST, FLUSHING, NY, 11355",Match,Exact,"56-45 MAIN ST, FLUSHING, NY, 11355","-73.82600850025915,40.74751163083005",59709657.0,L,-73.82600850025920,40.74751163083010,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
737,644.9,[2108],1184888745,2.0,HEALTHCARE ASSOCIATES IN MEDICINE PC,HEALTHCARE ASSOCIATES IN MEDICINE PC,HEALTHCARE ASSOCIATES IN MEDICINE PC,65 COLUMBUS AVE,nan,STATEN ISLAND,NY,10304.0,10304,7184483210.0,2085R0202X,2085N0700X,2085D0003X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"65 COLUMBUS AVE, STATEN ISLAND, NY, 10304",Match,Exact,"65 COLUMBUS AVE, STATEN ISLAND, NY, 10304","-74.09082221500785,40.60102892181936",59868535.0,L,-74.09082221500790,40.60102892181940,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",,,,,,,,,,,,,Lower pelvic MRI
742,1084.62,[35064],1295788917,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",3131 KINGS HWY,SUITE A-4,BROOKLYN,NY,112342644.0,11234,7187581500.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3131 KINGS HWY, BROOKLYN, NY, 11234",Match,Exact,"3131 KINGS HWY, BROOKLYN, NY, 11234","-73.94343013976663,40.61752776499566",59090267.0,L,-73.94343013976660,40.61752776499570,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
743,1084.62,[35064],1922051630,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",424 E 89TH ST,nan,NEW YORK,NY,101286703.0,10128,2124105100.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"424 E 89TH ST, NEW YORK, NY, 10128",Match,Exact,"424 E 89TH ST, NEW YORK, NY, 10128","-73.94741831267686,40.77850701502746",59658371.0,R,-73.94741831267690,40.77850701502750,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
744,1084.62,[35064],1558313593,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",604 2ND AVE,nan,NEW YORK,NY,100164859.0,10016,2126836200.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"604 2ND AVE, NEW YORK, NY, 10016",Match,Exact,"604 2ND AVE, NEW YORK, NY, 10016","-73.9761674670849,40.74423284298524",59654490.0,R,-73.9761674670849,40.74423284298520,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
745,1084.62,[35064],1851344550,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.","EAST MANHATTAN DIAGNOSTIC IMAGING, P.C.",144 4TH AVE LOWR LEVEL,nan,NEW YORK,NY,100034901.0,10003,2124732300.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"144 4TH AVE LOWR LEVEL, NEW YORK, NY, 10003",Match,Non_Exact,"144 4TH AVE, NEW YORK, NY, 10003","-73.9899379569597,40.73363770932275",59653681.0,L,-73.9899379569597,40.73363770932280,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
746,1084.62,[35064],1093046203,2.0,"EAST MANHATTAN DIAGNOSTIC IMAGING, PC","EAST MANHATTAN DIAGNOSTIC IMAGING, PC","EAST MANHATTAN DIAGNOSTIC IMAGING, PC",132 BOWERY STREET,nan,NEW YORK,NY,10013.0,10013,2129259788.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"132 BOWERY STREET, NEW YORK, NY, 10013",Match,Non_Exact,"132 BOWERY, NEW YORK, NY, 10013","-73.99474365608103,40.718805100045756",59653984.0,L,-73.99474365608100,40.718805100045800,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
747,1084.62,[35064],1255508073,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",3201 KINGS HWY,DEPT OF RADIOLOGY,BROOKLYN,NY,112342625.0,11234,7189512930.0,2085D0003X,2085N0700X,2085B0100X,2085N0904X,2085P0229X,2085R0204X,2085R0205X,2085U0001X,2085R0202X,nan,nan,nan,nan,nan,nan,"3201 KINGS HWY, BROOKLYN, NY, 11234",Match,Exact,"3201 KINGS HWY, BROOKLYN, NY, 11234","-73.943215689787,40.61775494971465",59090268.0,L,-73.943215689787,40.61775494971470,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,Lower pelvic MRI
748,1084.62,[35064],1497922215,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",310 E 14TH ST,DEPT OF RADIOLOGY,NEW YORK,NY,100034201.0,10003,2129794400.0,2085B0100X,2085D0003X,2085N0700X,2085N0904X,2085R0204X,2085R0205X,2085U0001X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,"310 E 14TH ST, NEW YORK, NY, 10003",Match,Exact,"310 E 14TH ST, NEW YORK, NY, 10003","-73.98468043936106,40.73217250658922",59653731.0,R,-73.98468043936110,40.73217250658920,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,Lower pelvic MRI
749,1084.62,[35064],1508185646,2.0,"SLR DIAGNOSTIC RADIOLOGY, PC","SLR DIAGNOSTIC RADIOLOGY, PC","SLR DIAGNOSTIC RADIOLOGY, PC",325 WEST 15TH STREET,nan,NEW YORK,NY,100115903.0,10011,2126046000.0,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"325 WEST 15TH STREET, NEW YORK, NY, 10011",Match,Exact,"325 W 15TH ST, NEW YORK, NY, 10011","-74.00271054644355,40.740802163409114",59659798.0,R,-74.00271054644360,40.740802163409100,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,,,,,,Lower pelvic MRI
750,1084.62,[35064],1851568786,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",55 E 34TH ST,DEPT OF RADIOLOGY,NEW YORK,NY,100164337.0,10016,2122526004.0,2085B0100X,2085D0003X,2085N0700X,2085N0904X,2085R0204X,2085R0202X,nan,nan,nan,nan,nan,nan,nan,nan,nan,"55 E 34TH ST, NEW YORK, NY, 10016",Match,Exact,"55 E 34TH ST, NEW YORK, NY, 10016","-73.98231147543339,40.74757528410538",59654394.0,L,-73.98231147543340,40.74757528410540,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,,,,Lower pelvic MRI
751,1084.62,[35064],1578730313,2.0,"SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.","SLR DIAGNOSTIC RADIOLOGY, P.C.",281 1ST AVE,DEPT OF RADIOLOGY,NEW YORK,NY,100032925.0,10003,2128448880.0,2085B0100X,2085D0003X,2085N0700X,2085N0904X,2085P0229X,2085R0204X,2085R0205X,2085U0001X,2085R0202X,nan,nan,nan,nan,nan,nan,"281 1ST AVE, NEW YORK, NY, 10003",Match,Exact,"281 1ST AVE, NEW YORK, NY, 10003","-73.98169290704521,40.73257883201745",59654601.0,L,-73.98169290704520,40.73257883201750,,"Allopathic & Osteopathic Physicians/Radiology, Diagnostic Neuroimaging",Allopathic & Osteopathic Physicians/Radiology/Neuroradiology,Allopathic & Osteopathic Physicians/Radiology/Neuroradiology/Nuclear Radiology,"Allopathic & Osteopathic Physicians/Radiology, Pediatric Radiology","Allopathic & Osteopathic Physicians/Radiology, Vascular and Interventional Radiology","Allopathic & Osteopathic Physicians/Radiology, Radiological Physics","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Ultrasound","Allopathic & Osteopathic Physicians/Radiology, Diagnostic Radiology",,,,,,,Lower pelvic MRI
